Customer_ID,gender,Age,demographics,profession,Income,Loan_Amount,Loan_Term_Months,Rent_Payments,Utility_Payments_On_Time,Mobile_Phone_Payment_On_Time,social mediaplatform,Social_Media_Activity_Score,Transaction_Behavior_Score,Credit_Score
826,male,47,Urban,Marketer Manager,148267,29278,12,724,TRUE,TRUE,Facebook,39,51,368
827,male,55,Urban,Marketer Manager,138402,39814,24,2053,TRUE,TRUE,Facebook,84,15,310
828,non-binary,48,Sub_Urban,Software Engineer,68364,13237,24,612,TRUE,FALSE,Facebook,33,8,553
829,non-binary,53,Sub_Urban,Marketer Manager,118833,16649,24,750,TRUE,TRUE,Facebook,14,38,849
830,female,36,Urban,Student,146503,38713,48,1756,FALSE,TRUE,Facebook,56,83,433
831,female,65,Rural,Marketer Manager,149044,8927,36,1340,TRUE,TRUE,Instagram,81,56,322
832,non-binary,62,Rural,Marketer Manager,104878,46409,24,2314,TRUE,TRUE,YouTube,21,47,645
833,non-binary,53,Sub_Urban,Student,77056,49766,24,1213,TRUE,TRUE,Facebook,46,90,601
834,male,47,Rural,Marketer Manager,47490,47154,12,1606,FALSE,TRUE,YouTube,16,10,662
835,male,66,Rural,Marketer Manager,147769,8016,12,624,TRUE,FALSE,Facebook,16,78,695
836,female,50,Sub_Urban,Marketer Manager,39975,15027,36,1698,TRUE,FALSE,Facebook,84,49,517
837,non-binary,35,Rural,Software Engineer,46723,49688,36,1592,TRUE,FALSE,Instagram,29,41,440
838,female,69,Sub_Urban,Marketer Manager,43279,25142,60,1570,TRUE,TRUE,Instagram,92,83,509
839,non-binary,66,Urban,Student,98301,47520,12,1383,TRUE,TRUE,YouTube,8,30,759
840,male,45,Sub_Urban,Student,132214,24545,60,1779,TRUE,TRUE,Instagram,88,5,655
841,female,64,Urban,Marketer Manager,31561,32897,48,2250,FALSE,TRUE,Instagram,3,95,623
842,female,28,Urban,Marketer Manager,127435,4167,60,529,FALSE,TRUE,YouTube,89,71,432
843,non-binary,62,Rural,Marketer Manager,86061,45757,24,780,TRUE,TRUE,Instagram,19,83,426
844,male,50,Rural,Student,108397,27917,60,1423,TRUE,TRUE,Facebook,97,31,405
845,female,34,Rural,Student,69153,23736,36,1760,TRUE,TRUE,YouTube,66,52,677
846,male,23,Sub_Urban,Software Engineer,53142,28990,48,1771,TRUE,TRUE,YouTube,79,88,350
847,female,21,Rural,Software Engineer,46916,15087,24,867,TRUE,TRUE,Facebook,86,98,328
848,male,37,Urban,Software Engineer,84324,23440,60,994,TRUE,TRUE,Instagram,74,23,761
849,non-binary,65,Rural,Student,64965,36205,48,1548,TRUE,TRUE,YouTube,82,48,595
850,female,64,Rural,Software Engineer,145932,16275,48,2109,TRUE,TRUE,YouTube,22,40,596
851,female,44,Sub_Urban,Marketer Manager,24648,6276,24,1217,TRUE,TRUE,Facebook,46,6,706
852,male,32,Sub_Urban,Marketer Manager,55133,42627,60,2013,TRUE,TRUE,Facebook,91,38,704
853,male,23,Urban,Student,70677,41586,48,1516,TRUE,TRUE,Instagram,13,41,645
854,female,64,Sub_Urban,Software Engineer,116059,38496,48,2017,TRUE,TRUE,YouTube,33,27,719
855,non-binary,31,Rural,Marketer Manager,114588,20008,12,1837,TRUE,TRUE,Instagram,5,75,481
856,male,28,Sub_Urban,Student,119950,6738,48,1105,TRUE,TRUE,Instagram,90,69,300
857,male,56,Urban,Software Engineer,118317,33402,12,874,TRUE,TRUE,Facebook,77,57,670
858,male,26,Rural,Marketer Manager,90135,6793,60,1138,TRUE,TRUE,YouTube,27,17,730
859,female,43,Urban,Software Engineer,55046,38291,60,2460,TRUE,TRUE,YouTube,78,71,608
860,female,33,Sub_Urban,Student,67064,6571,60,1548,TRUE,FALSE,YouTube,24,91,436
861,female,22,Sub_Urban,Software Engineer,121459,32331,36,1857,TRUE,TRUE,Facebook,67,47,501
862,female,69,Urban,Student,126625,17209,60,1878,TRUE,TRUE,Facebook,63,79,735
863,non-binary,27,Rural,Software Engineer,89350,49014,48,615,TRUE,TRUE,Facebook,94,13,612
864,non-binary,67,Sub_Urban,Marketer Manager,65893,26394,24,547,TRUE,TRUE,Facebook,99,11,416
865,female,20,Sub_Urban,Student,121520,44148,12,2261,TRUE,TRUE,Facebook,48,90,543
866,non-binary,30,Rural,Student,145818,26682,36,2301,TRUE,TRUE,YouTube,63,86,836
867,male,60,Sub_Urban,Student,81272,3224,60,598,TRUE,FALSE,Instagram,78,92,374
868,male,66,Urban,Software Engineer,112152,42157,60,1982,TRUE,TRUE,YouTube,12,24,685
869,male,47,Sub_Urban,Software Engineer,142907,49695,24,2046,TRUE,TRUE,Instagram,28,93,509
870,female,62,Sub_Urban,Marketer Manager,87649,45452,24,2120,TRUE,TRUE,Facebook,44,73,774
871,male,23,Rural,Student,84674,44408,36,904,TRUE,FALSE,Instagram,93,4,717
872,non-binary,34,Urban,Student,144132,33441,12,1737,TRUE,TRUE,YouTube,43,46,646
873,female,62,Rural,Software Engineer,139044,42430,60,1184,TRUE,TRUE,YouTube,17,18,828
874,non-binary,68,Sub_Urban,Software Engineer,128542,40129,36,1402,TRUE,TRUE,Instagram,40,43,478
875,male,36,Sub_Urban,Marketer Manager,33760,35716,48,1002,TRUE,TRUE,Facebook,49,80,481
876,male,59,Rural,Marketer Manager,41927,45859,48,2244,TRUE,TRUE,Facebook,85,33,324
877,male,52,Rural,Software Engineer,106475,27586,36,1971,TRUE,TRUE,YouTube,57,93,479
878,female,63,Rural,Student,81367,45760,60,1393,TRUE,TRUE,Instagram,87,10,800
879,non-binary,43,Urban,Marketer Manager,117955,24478,36,2099,TRUE,TRUE,Facebook,84,73,460
880,female,68,Sub_Urban,Software Engineer,32588,7318,60,757,TRUE,FALSE,Facebook,64,59,476
881,female,22,Rural,Software Engineer,141750,29694,24,1343,TRUE,TRUE,YouTube,75,31,584
882,male,46,Sub_Urban,Student,121678,21180,36,620,TRUE,FALSE,Facebook,57,28,362
883,female,54,Urban,Software Engineer,124734,13180,60,1309,FALSE,TRUE,Instagram,98,60,455
884,female,37,Urban,Software Engineer,138154,34002,36,1477,TRUE,TRUE,YouTube,74,3,768
885,male,66,Urban,Marketer Manager,72233,16372,36,553,TRUE,TRUE,YouTube,74,55,348
886,female,38,Urban,Software Engineer,64738,30796,60,1518,TRUE,TRUE,Instagram,70,14,383
887,male,27,Sub_Urban,Software Engineer,53397,25427,60,1854,TRUE,TRUE,YouTube,88,58,660
888,male,22,Urban,Marketer Manager,102189,34290,12,1283,FALSE,TRUE,Facebook,76,89,447
889,male,53,Urban,Student,96367,29099,36,740,TRUE,TRUE,Facebook,43,15,641
890,male,23,Rural,Student,144873,46486,48,2278,FALSE,TRUE,Instagram,23,2,775
891,female,43,Urban,Marketer Manager,91260,10821,36,2053,TRUE,TRUE,Facebook,27,24,362
892,male,21,Rural,Marketer Manager,140585,6832,36,982,TRUE,TRUE,Instagram,58,78,659
893,male,56,Urban,Student,96619,13820,60,1512,TRUE,TRUE,Instagram,37,64,626
894,female,56,Urban,Student,131453,17211,36,686,TRUE,TRUE,Facebook,6,71,440
895,female,67,Rural,Student,39816,40890,36,2381,TRUE,FALSE,Instagram,65,24,514
896,non-binary,52,Urban,Student,62240,6842,48,1155,TRUE,TRUE,Facebook,6,27,734
897,female,18,Sub_Urban,Student,26276,2316,60,761,TRUE,TRUE,YouTube,50,37,617
898,female,41,Sub_Urban,Marketer Manager,133939,46968,36,1452,TRUE,TRUE,YouTube,22,94,331
899,non-binary,53,Urban,Software Engineer,124199,18508,24,1887,FALSE,TRUE,Instagram,88,91,584
900,female,23,Sub_Urban,Student,99530,23005,12,990,TRUE,FALSE,Facebook,25,39,604
901,female,58,Rural,Student,43499,16206,48,930,TRUE,TRUE,Facebook,79,63,728
902,female,63,Urban,Software Engineer,108576,19971,36,738,TRUE,TRUE,YouTube,90,79,776
903,female,61,Urban,Software Engineer,128856,26599,24,803,TRUE,TRUE,YouTube,72,26,585
904,non-binary,48,Rural,Software Engineer,102495,23056,36,797,FALSE,TRUE,Facebook,51,65,443
905,female,37,Rural,Software Engineer,141717,2378,36,575,TRUE,FALSE,Instagram,88,4,723
906,female,41,Rural,Software Engineer,91635,2519,60,2223,TRUE,TRUE,YouTube,48,29,318
907,non-binary,42,Urban,Software Engineer,127803,23161,60,1856,TRUE,TRUE,Instagram,70,1,317
908,male,53,Rural,Marketer Manager,105112,41703,60,2423,TRUE,TRUE,Instagram,99,50,670
909,non-binary,38,Rural,Software Engineer,55946,39861,24,1498,TRUE,TRUE,YouTube,65,86,474
910,male,47,Sub_Urban,Software Engineer,75204,6355,36,2281,TRUE,TRUE,Instagram,60,11,493
911,non-binary,41,Sub_Urban,Marketer Manager,71886,10083,12,1141,TRUE,TRUE,Instagram,46,74,801
912,non-binary,61,Urban,Software Engineer,91652,39342,48,1997,TRUE,TRUE,Facebook,36,59,412
913,female,59,Sub_Urban,Student,35563,21456,60,1326,FALSE,FALSE,Instagram,58,62,413
914,male,47,Sub_Urban,Student,112324,14324,60,2446,TRUE,TRUE,Facebook,76,81,521
915,female,39,Rural,Software Engineer,112464,3257,36,782,TRUE,TRUE,YouTube,38,36,563
916,male,45,Rural,Marketer Manager,121872,28364,36,1090,FALSE,TRUE,YouTube,11,56,354
917,non-binary,24,Sub_Urban,Student,29847,25972,24,571,TRUE,FALSE,Facebook,12,90,757
918,non-binary,52,Sub_Urban,Marketer Manager,46155,47179,24,1786,TRUE,TRUE,YouTube,42,21,461
919,male,45,Sub_Urban,Student,99671,27654,60,1202,TRUE,TRUE,Instagram,39,13,679
920,female,31,Urban,Software Engineer,136891,16233,36,2402,FALSE,TRUE,Instagram,71,9,386
921,female,27,Urban,Marketer Manager,103310,16887,12,2410,TRUE,TRUE,Instagram,11,11,354
922,female,33,Urban,Marketer Manager,87278,30320,48,2465,TRUE,TRUE,YouTube,36,75,775
923,female,33,Sub_Urban,Marketer Manager,38309,21808,36,1074,TRUE,TRUE,Instagram,52,70,477
924,non-binary,48,Sub_Urban,Student,20619,31154,36,1499,TRUE,TRUE,YouTube,31,1,690
925,non-binary,59,Urban,Student,103194,35773,24,1391,TRUE,TRUE,Instagram,33,70,648
926,non-binary,42,Urban,Student,70108,28747,48,511,TRUE,TRUE,Facebook,13,77,307
927,non-binary,30,Sub_Urban,Software Engineer,54707,11860,60,640,TRUE,FALSE,YouTube,18,86,612
928,non-binary,23,Rural,Student,40337,43838,36,2289,TRUE,FALSE,YouTube,41,56,742
929,female,61,Urban,Software Engineer,145261,43156,60,2078,FALSE,TRUE,Instagram,58,31,627
930,female,26,Sub_Urban,Marketer Manager,101537,19156,36,516,TRUE,TRUE,YouTube,56,86,353
931,female,62,Sub_Urban,Marketer Manager,86504,21360,60,1586,TRUE,TRUE,YouTube,24,37,538
932,female,53,Rural,Software Engineer,67614,19135,48,752,TRUE,TRUE,Facebook,73,47,528
933,non-binary,60,Sub_Urban,Student,111428,26351,24,964,TRUE,TRUE,Facebook,31,91,350
934,non-binary,37,Sub_Urban,Software Engineer,111155,31499,48,875,TRUE,TRUE,Instagram,55,78,563
935,non-binary,35,Urban,Marketer Manager,20281,48377,12,2327,TRUE,TRUE,Facebook,10,47,717
936,male,60,Urban,Marketer Manager,47420,24554,24,1480,TRUE,TRUE,Instagram,60,69,395
937,female,38,Rural,Software Engineer,100896,20604,48,1019,TRUE,TRUE,Instagram,2,58,387
938,female,21,Rural,Student,59030,17923,12,2360,TRUE,TRUE,Instagram,15,36,377
939,non-binary,67,Sub_Urban,Student,21058,48591,36,589,TRUE,TRUE,YouTube,3,32,587
940,female,50,Urban,Software Engineer,106213,9547,36,1219,TRUE,TRUE,Facebook,43,98,419
941,female,44,Rural,Software Engineer,96260,45283,60,1303,TRUE,TRUE,Instagram,31,64,790
942,non-binary,24,Rural,Student,48404,34002,24,1295,TRUE,TRUE,Facebook,70,71,751
943,male,23,Rural,Marketer Manager,123482,15562,36,1129,TRUE,TRUE,Instagram,67,42,799
944,male,32,Sub_Urban,Software Engineer,125284,8480,24,2384,TRUE,TRUE,Facebook,56,48,464
945,male,35,Urban,Student,49856,27672,36,1698,TRUE,FALSE,Facebook,63,74,481
946,non-binary,49,Rural,Student,29200,5213,60,575,TRUE,TRUE,Instagram,75,81,768
947,female,28,Urban,Marketer Manager,84178,11293,48,2136,TRUE,TRUE,YouTube,15,30,306
948,non-binary,37,Rural,Marketer Manager,53997,35441,60,1425,TRUE,TRUE,Facebook,92,21,629
949,non-binary,41,Rural,Marketer Manager,45611,3100,12,2186,TRUE,FALSE,YouTube,10,60,450
950,female,32,Urban,Marketer Manager,139273,45617,36,899,FALSE,FALSE,YouTube,38,13,384
951,male,65,Urban,Marketer Manager,61235,29172,12,2305,TRUE,TRUE,Instagram,47,1,446
952,male,24,Urban,Software Engineer,137428,21132,12,1469,FALSE,FALSE,Instagram,57,65,680
953,non-binary,38,Sub_Urban,Student,55057,19199,24,1594,TRUE,TRUE,Instagram,50,33,847
954,male,59,Rural,Software Engineer,21239,37609,36,1703,TRUE,TRUE,Facebook,71,38,584
955,non-binary,43,Sub_Urban,Software Engineer,123674,43965,12,1647,TRUE,TRUE,Instagram,15,25,381
956,non-binary,61,Urban,Software Engineer,134474,9016,48,1904,TRUE,TRUE,Instagram,18,26,813
957,female,31,Rural,Software Engineer,85661,40779,12,1816,TRUE,FALSE,Facebook,82,77,822
958,female,54,Sub_Urban,Software Engineer,146945,38261,48,1296,TRUE,TRUE,Facebook,88,59,685
959,female,38,Rural,Marketer Manager,65272,32881,24,694,TRUE,FALSE,Instagram,2,92,770
960,non-binary,35,Sub_Urban,Marketer Manager,109393,18058,12,2434,TRUE,TRUE,Instagram,84,33,418
961,female,22,Urban,Student,81212,25472,60,727,TRUE,TRUE,Instagram,98,41,695
962,male,20,Sub_Urban,Software Engineer,144088,42346,24,1954,TRUE,TRUE,Instagram,43,30,831
963,male,40,Rural,Student,35398,35926,48,2465,TRUE,TRUE,YouTube,26,57,560
964,non-binary,43,Rural,Marketer Manager,140030,35832,24,1959,FALSE,TRUE,YouTube,71,49,555
965,non-binary,54,Rural,Marketer Manager,76503,37021,12,2310,TRUE,TRUE,Instagram,38,48,525
966,female,41,Rural,Marketer Manager,26638,25087,36,960,TRUE,FALSE,YouTube,94,72,352
967,non-binary,66,Urban,Software Engineer,26570,13828,36,1117,TRUE,TRUE,Facebook,42,49,799
968,non-binary,36,Sub_Urban,Software Engineer,88785,32128,48,1544,TRUE,TRUE,YouTube,5,47,805
969,male,68,Urban,Marketer Manager,29110,2401,48,563,TRUE,TRUE,YouTube,11,56,663
970,male,42,Urban,Student,125899,20643,36,664,TRUE,TRUE,Instagram,65,65,579
971,female,38,Urban,Student,99141,16193,48,526,TRUE,FALSE,YouTube,34,12,457
972,non-binary,29,Rural,Marketer Manager,32115,27853,24,1834,TRUE,TRUE,YouTube,1,69,358
973,non-binary,58,Rural,Student,59062,45864,60,1511,TRUE,TRUE,YouTube,83,88,427
974,male,50,Rural,Marketer Manager,42911,21307,60,784,FALSE,TRUE,YouTube,2,6,414
975,non-binary,67,Sub_Urban,Student,124061,37982,24,2183,TRUE,TRUE,Facebook,85,89,508
976,male,21,Rural,Marketer Manager,52556,20611,60,780,TRUE,TRUE,Instagram,20,65,825
977,female,59,Sub_Urban,Student,98131,44791,12,1337,TRUE,TRUE,Instagram,61,25,820
978,male,24,Rural,Software Engineer,148335,12950,24,1330,TRUE,TRUE,Facebook,87,1,536
979,non-binary,39,Rural,Marketer Manager,21969,11704,48,1687,TRUE,TRUE,YouTube,21,32,580
980,female,50,Urban,Marketer Manager,63753,44111,24,2421,TRUE,TRUE,Facebook,88,3,658
981,male,34,Urban,Student,102811,12867,36,1417,TRUE,TRUE,YouTube,68,49,500
982,male,41,Urban,Marketer Manager,24470,3745,48,723,TRUE,TRUE,Facebook,12,19,577
983,female,51,Sub_Urban,Marketer Manager,141863,4866,36,1283,TRUE,TRUE,Instagram,22,60,534
984,female,45,Sub_Urban,Marketer Manager,30225,33245,48,1669,TRUE,TRUE,Instagram,20,29,793
985,male,60,Rural,Software Engineer,127860,45724,60,1464,TRUE,TRUE,Instagram,82,50,303
986,non-binary,58,Sub_Urban,Software Engineer,143008,6818,24,1449,TRUE,FALSE,YouTube,1,2,741
987,male,56,Rural,Student,127510,49861,12,2391,TRUE,TRUE,YouTube,30,73,328
988,female,39,Sub_Urban,Software Engineer,128295,31116,48,1553,TRUE,TRUE,Facebook,97,56,408
989,male,66,Sub_Urban,Student,43196,16493,48,544,TRUE,FALSE,Facebook,24,17,374
990,female,34,Sub_Urban,Software Engineer,125823,29038,36,2310,TRUE,TRUE,Instagram,14,60,445
991,female,51,Urban,Student,33669,21447,60,970,TRUE,TRUE,YouTube,36,36,427
992,non-binary,23,Sub_Urban,Software Engineer,57380,31431,36,533,TRUE,TRUE,Facebook,69,61,341
993,female,63,Urban,Software Engineer,144398,18908,36,1152,TRUE,TRUE,YouTube,75,17,655
994,female,23,Urban,Student,130677,30336,60,1950,TRUE,TRUE,YouTube,24,49,340
995,non-binary,51,Sub_Urban,Marketer Manager,135886,41992,12,1329,TRUE,TRUE,Instagram,60,76,333
996,female,18,Rural,Marketer Manager,146753,5025,36,2409,TRUE,FALSE,Instagram,95,60,316
997,non-binary,27,Rural,Software Engineer,68320,21093,36,720,TRUE,TRUE,YouTube,55,20,452
998,non-binary,38,Rural,Student,67414,7155,48,2391,TRUE,TRUE,YouTube,77,50,677
999,female,22,Sub_Urban,Marketer Manager,123542,47607,60,1033,TRUE,TRUE,YouTube,80,3,641
1000,female,19,Rural,Student,35577,34487,24,1191,TRUE,TRUE,YouTube,24,43,326
